# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.6.1
#@/tick	154004
#@/user_id	linusboyle
qin zi 	親自	c=2 d=4.36569e-15 t=154004
qing 	傾	c=1 d=8.05392e-43 t=154004
qing 	情	c=6 d=0.21822 t=154004
qing 	慶	c=3 d=0.000816895 t=154004
qing 	清	c=3 d=1.3814e-07 t=154004
qing 	請	c=44 d=0.509156 t=154004
qing 	輕	c=2 d=1.05726e-08 t=154004
qing 	青	c=7 d=2.55841 t=154004
qing bao 	情報	c=19 d=0.0571209 t=154004
qing bao gong zuo 	情報工作	c=1 d=4.10363e-22 t=154004
qing bu yao 	請不要	c=1 d=7.82147e-22 t=154004
qing cao 	情操	c=1 d=6.15049e-18 t=154004
qing cha shou 	請查收	c=1 d=1.27519e-07 t=154004
qing che 	清澈	c=1 d=7.41046e-34 t=154004
qing chu 	清楚	c=17 d=0.966291 t=154004
qing chu 	清除	c=3 d=0.932394 t=154004
qing chu yi dian 	清楚一點	c=0 d=0.026982 t=154004
qing chun 	青春	c=4 d=0.960886 t=154004
qing chun ban 	青春版	c=1 d=1.72162e-09 t=154004
qing da jia 	請大家	c=3 d=1.16338e-45 t=154004
qing da xuan 	請大選	c=1 d=1.11723e-10 t=154004
qing dai 	輕怠	c=0 d=5.70201e-40 t=154004
qing dan 	清單	c=3 d=5.67279e-08 t=154004
qing dan 	清淡	c=1 d=6.77013e-59 t=154004
qing deng dai 	請等待	c=3 d=1.65588e-05 t=154004
qing du 	輕度	c=1 d=6.82887e-43 t=154004
qing fa 	請發	c=1 d=3.47519e-37 t=154004
qing fang wen 	請訪問	c=1 d=0.000284437 t=154004
qing fen 	清芬	c=3 d=1.89513e-21 t=154004
qing feng 	清風	c=1 d=0.00032882 t=154004
qing fu 	傾覆	c=1 d=3.71426e-55 t=154004
qing fu 	輕浮	c=3 d=1.3624e-42 t=154004
qing gan 	情感	c=11 d=1.97844 t=154004
qing gan na 	情感那	c=1 d=1.37943e-49 t=154004
qing gan shang 	情感上	c=1 d=3.54551e-08 t=154004
qing gan yuan su 	情感元素	c=1 d=0.171187 t=154004
qing gao su wo 	請告訴我	c=0 d=1.38234e-16 t=154004
qing gao su wo men 	請告訴我們	c=1 d=1.38927e-15 t=154004
qing ge 	請個	c=0 d=0.00424257 t=154004
qing ge jia 	請個假	c=1 d=0.0426384 t=154004
qing guan 	情關	c=2 d=0.171331 t=154004
qing hai 	情海	c=0 d=2.67964e-09 t=154004
qing hai mo tao 	情海魔濤	c=1 d=2.69307e-08 t=154004
qing hua 	清華	c=43 d=0.0295033 t=154004
qing hua da xue 	清華大學	c=134 d=1.20789 t=154004
qing hua nei 	清華內	c=1 d=1.7368e-24 t=154004
qing hua te se 	清華特色	c=1 d=8.61148e-07 t=154004
qing hua xue tang 	清華學堂	c=2 d=3.10578e-10 t=154004
qing hua you xiang 	清華郵箱	c=1 d=9.07459e-35 t=154004
qing hua yuan 	清華園	c=4 d=8.69654e-05 t=154004
qing hua yun pan 	清華雲盤	c=1 d=4.66032e-48 t=154004
qing huai 	情懷	c=8 d=0.20887 t=154004
qing i qu 	情i曲	c=1 d=0.00214418 t=154004
qing ji huo 	請激活	c=1 d=4.10642e-30 t=154004
qing ji shi 	請及時	c=1 d=4.49558e-07 t=154004
qing jia 	請假	c=5 d=0.491644 t=154004
qing jian cha 	請檢查	c=1 d=0.0672055 t=154004
qing jiao 	請教	c=1 d=2.11844e-08 t=154004
qing jie 	情節	c=1 d=2.24944e-08 t=154004
qing jie 	清潔	c=2 d=6.68909e-35 t=154004
qing jing 	情景	c=2 d=0.000539429 t=154004
qing jing 	清淨	c=1 d=2.28103e-25 t=154004
qing kan 	請看	c=5 d=0.000960593 t=154004
qing kan xia ji 	請看下集	c=1 d=0.00199922 t=154004
qing kong 	清空	c=11 d=0.0174077 t=154004
qing kuang 	情況	c=182 d=1.64853 t=154004
qing kuang 	清狂	c=1 d=9.17077e-12 t=154004
qing kuang xia 	情況下	c=21 d=0.272875 t=154004
qing lai 	青睞	c=1 d=0.0480747 t=154004
qing li 	清理	c=7 d=1.65989e-10 t=154004
qing lian xi 	請聯繫	c=1 d=4.57534e-08 t=154004
qing liang ji 	輕量級	c=2 d=8.2637e-22 t=154004
qing ling 	清零	c=1 d=1.74545e-53 t=154004
qing mian 	情面	c=1 d=2.35458e-16 t=154004
qing miao dan xie 	輕描淡寫	c=1 d=0.0127784 t=154004
qing ming 	清明	c=1 d=2.97934e-20 t=154004
qing ni 	請你	c=1 d=0.0488012 t=154004
qing nian 	青年	c=15 d=8.93825e-05 t=154004
qing nin 	請您	c=1 d=1.07153e-48 t=154004
qing qing 	輕輕	c=2 d=1.92711e-12 t=154004
qing qing he bian cao 	青青河邊草	c=1 d=0.00481991 t=154004
qing qiu 	請求	c=44 d=3.31605 t=154004
qing qiu dui lie 	請求隊列	c=1 d=9.99223e-80 t=154004
qing qiu zi 	請求字	c=5 d=2.06502e-31 t=154004
qing quan 	輕權	c=2 d=7.04199e-41 t=154004
qing que bao 	請確保	c=1 d=1.20465e-14 t=154004
qing rou 	輕柔	c=0 d=0.0591555 t=154004
qing rou ban 	輕柔版	c=1 d=0.594521 t=154004
qing shan 	青山	c=2 d=6.25507e-23 t=154004
qing shao deng 	請稍等	c=1 d=7.60478e-15 t=154004
qing she 	青蛇	c=1 d=0.806541 t=154004
qing sheng shuo 	清聲說	c=1 d=8.46397e-39 t=154004
qing shi 	情事	c=1 d=0.145876 t=154004
qing shi 	情勢	c=2 d=2.91231e-17 t=154004
qing shi 	輕視	c=1 d=3.8214e-66 t=154004
qing shuai 	輕率	c=2 d=8.9873e-66 t=154004
qing shuang 	清爽	c=1 d=0.00701293 t=154004
qing song 	輕鬆	c=3 d=0.000642592 t=154004
qing su 	傾訴	c=1 d=1.11697e-66 t=154004
qing tai 	情態	c=1 d=8.17451e-12 t=154004
qing tian 	情天	c=2 d=1.0167 t=154004
qing tian 	擎天	c=0 d=0.029671 t=154004
qing tian shen jian 	擎天神劍	c=1 d=0.298197 t=154004
qing tian xie 	請填寫	c=1 d=2.0923e-09 t=154004
qing ting dian shui 	蜻蜓點水	c=2 d=0.000258827 t=154004
qing wen 	請問	c=10 d=0.000217133 t=154004
qing wo men 	請我們	c=1 d=2.70841e-16 t=154004
qing wu 	請勿	c=1 d=2.02e-07 t=154004
qing xi 	清晰	c=2 d=1.45694e-33 t=154004
qing xi du 	清晰度	c=1 d=8.50812e-12 t=154004
qing xian 	清閒	c=2 d=0.000114493 t=154004
qing xiang 	傾向	c=9 d=0.199524 t=154004
qing xiang yu 	傾向於	c=3 d=4.16352e-16 t=154004
qing xie 	傾斜	c=3 d=0.000468957 t=154004
qing xie 	傾瀉	c=1 d=0.245367 t=154004
qing xin 	清新	c=1 d=3.72729e-08 t=154004
qing xin 	輕信	c=2 d=3.7087e-08 t=154004
qing xing 	情形	c=2 d=1.63102e-09 t=154004
qing xing 	慶幸	c=3 d=0.0953692 t=154004
qing xing 	清醒	c=1 d=7.19145e-34 t=154004
qing xu 	情緒	c=4 d=1.02653 t=154004
qing yang 	青陽	c=0 d=7.31802e-05 t=154004
qing yang qu 	青羊區	c=10 d=0.00711464 t=154004
qing yang zi 	青陽子	c=2 d=0.000735471 t=154004
qing yi 	輕易	c=2 d=1.73414e-06 t=154004
qing yin 	清音	c=2 d=1.28678e-07 t=154004
qing you ke yuan 	情有可原	c=1 d=3.86453e-51 t=154004
qing yuan 	請願	c=1 d=3.68957e-06 t=154004
qing zang 	青藏	c=1 d=2.60717e-09 t=154004
qing zang tie lu 	青藏鐵路	c=1 d=2.05087e-09 t=154004
qing zhu 	慶祝	c=2 d=5.00094e-18 t=154004
qing zhuo 	清濁	c=3 d=2.56836e-07 t=154004
qiong ju 	窮舉	c=1 d=5.44462e-25 t=154004
qiong qiong 	煢煢	c=1 d=8.41746e-33 t=154004
qiong qiong jie li 	煢煢孑立	c=1 d=8.45965e-33 t=154004
qiong ren 	窮人	c=1 d=1.30087e-65 t=154004
qiu 	丘	c=1 d=0.000380129 t=154004
qiu 	求	c=42 d=0.0520787 t=154004
qiu 	球	c=1 d=0.0665368 t=154004
qiu 	秋	c=8 d=0.00412784 t=154004
qiu 	邱	c=1 d=2.50401e-34 t=154004
qiu chu 	求出	c=2 d=1.9119e-07 t=154004
qiu dao 	求導	c=2 d=4.16281e-14 t=154004
qiu de 	求得	c=4 d=0.0161635 t=154004
qiu fan 	求反	c=1 d=8.27073e-32 t=154004
qiu feng 	秋風	c=2 d=4.6437e-06 t=154004
qiu gen 	求根	c=2 d=1.89707e-33 t=154004
qiu he 	求和	c=4 d=0.000715993 t=154004
qiu hun 	求婚	c=1 d=1.3472e-65 t=154004
qiu ji xue qi 	秋季學期	c=2 d=7.56556e-13 t=154004
qiu jiao 	求交	c=1 d=0.171187 t=154004
qiu jie 	求解	c=59 d=0.0983286 t=154004
qiu jie fang fa 	求解方法	c=1 d=3.54479e-35 t=154004
qiu jie qi 	求解其	c=2 d=4.85254e-35 t=154004
qiu jiu 	求救	c=1 d=1.09622e-22 t=154004
qiu ke 	球殼	c=1 d=0.0620385 t=154004
qiu lei 	球類	c=1 d=1.93434e-56 t=154004
qiu ni 	求逆	c=1 d=3.45844e-39 t=154004
qiu qi 	邱奇	c=3 d=0.0552188 t=154004
qiu qi bian ma 	邱奇編碼	c=3 d=2.35907e-09 t=154004
qiu qi shu 	邱奇數	c=3 d=0.0520787 t=154004
qiu shan 	秋山	c=1 d=0.0982736 t=154004
qiu sheng 	求生	c=1 d=0.0359725 t=154004
qiu shi 	求實	c=1 d=9.51037e-28 t=154004
qiu suan 	求算	c=1 d=8.87675e-11 t=154004
qiu suo 	求索	c=3 d=0.000283229 t=154004
qiu suo bei 	求索盃	c=33 d=0.00385128 t=154004
qiu suo bei 	求索被	c=1 d=0.000925663 t=154004
qiu suo lun tan 	求索論壇	c=1 d=3.01502e-13 t=154004
qiu wen 	求問	c=2 d=9.54016e-06 t=154004
qiu xiang 	求象	c=1 d=0.0513033 t=154004
qiu xing 	球形	c=1 d=0.0642483 t=154004
qiu ye 	秋野	c=1 d=6.13148e-11 t=154004
qiu zhi 	求值	c=2 d=4.31857e-05 t=154004
qiu zhu 	求助	c=5 d=0.234183 t=154004
qiu zhu yu 	求助於	c=1 d=1.14684e-53 t=154004
qu 	區	c=20 d=0.932394 t=154004
qu 	去	c=149 d=1.18759 t=154004
qu 	取	c=48 d=0.226254 t=154004
qu 	曲	c=1 d=0.050409 t=154004
qu 	軀	c=1 d=1.68782e-11 t=154004
qu ba 	去吧	c=1 d=1.57505e-22 t=154004
qu bie 	區別	c=18 d=0.860708 t=154004
qu bu 	去不	c=0 d=1.7121e-33 t=154004
qu bu liao 	去不了	c=2 d=1.72069e-32 t=154004
qu bu liao le 	去不了了	c=1 d=3.2419e-43 t=154004
qu che 	取車	c=1 d=1.41806e-21 t=154004
qu chong 	去重	c=2 d=0.141564 t=154004
qu chu 	去除	c=4 d=0.000117391 t=154004
qu chu 	取出	c=3 d=0.00324708 t=154004
qu dai 	取代	c=3 d=5.42834e-11 t=154004
qu dao 	取到	c=5 d=7.59831e-06 t=154004
qu dao 	渠道	c=4 d=2.50494e-09 t=154004
qu de 	取得	c=9 d=3.87004e-09 t=154004
qu diao 	去掉	c=1 d=1.84865e-23 t=154004
qu diao le 	去掉了	c=1 d=1.47488e-42 t=154004
qu ding 	取定	c=1 d=8.49772e-27 t=154004
qu dong 	驅動	c=14 d=0.18452 t=154004
qu dong qi 	驅動器	c=1 d=2.59039e-80 t=154004
qu er dai zhi 	取而代之	c=1 d=0.0593087 t=154004
qu er fu fan 	去而復返	c=1 d=0.12307 t=154004
qu fan 	取反	c=4 d=3.85594e-09 t=154004
qu fen 	區分	c=17 d=0.791084 t=154004
qu fu 	屈服	c=2 d=2.3215e-26 t=154004
qu gei 	去給	c=1 d=4.24835e-18 t=154004
qu hui 	取回	c=1 d=1.8518e-43 t=154004
qu jian 	區間	c=31 d=0.454276 t=154004
qu jian chang du 	區間長度	c=1 d=2.02522e-08 t=154004
qu jian he 	區間和	c=4 d=5.04292e-10 t=154004
qu jin 	趨近	c=1 d=6.03711e-05 t=154004
qu jue 	取決	c=3 d=0.00019647 t=154004
qu jue yu 	取決於	c=23 d=0.65377 t=154004
qu kai lian 	去開鐮	c=1 d=2.92541e-11 t=154004
qu kuai 	區塊	c=1 d=2.09266e-12 t=154004
qu kuai di 	取快遞	c=1 d=4.17146e-09 t=154004
qu kuai lian 	區塊鏈	c=32 d=0.000808767 t=154004
qu le 	去了	c=5 d=0.035437 t=154004
qu le 	取了	c=1 d=0.00453922 t=154004
qu le ba 	去了吧	c=1 d=7.72628e-25 t=154004
qu mo 	取模	c=3 d=0.00184323 t=154004
qu mu 	曲目	c=16 d=0.554327 t=154004
qu mu i 	曲目i	c=1 d=2.681e-14 t=154004
qu na er 	去哪兒	c=2 d=0.0315873 t=154004
qu nian 	去年	c=9 d=0.000407691 t=154004
qu ru 	屈辱	c=1 d=4.04391e-26 t=154004
qu san 	驅散	c=1 d=1.99643e-16 t=154004
qu she 	驅蛇	c=1 d=7.07475e-18 t=154004
qu shi 	去世	c=2 d=1.34103e-11 t=154004
qu shi 	趨勢	c=3 d=3.20037e-09 t=154004
qu ti 	軀體	c=2 d=3.56959e-11 t=154004
qu tong 	趨同	c=1 d=1.18305e-07 t=154004
qu wei 	取爲	c=1 d=3.48063e-26 t=154004
qu wei 	趣味	c=1 d=0.831104 t=154004
qu wei ke pu 	趣味科普	c=1 d=5.61825e-12 t=154004
qu xi na 	去吸納	c=1 d=2.68932e-21 t=154004
qu xian 	曲線	c=25 d=8.01465e-14 t=154004
qu xian ni he 	曲線擬合	c=1 d=2.562e-68 t=154004
qu xiang 	趨向	c=2 d=5.73468e-18 t=154004
qu xiang yu 	趨向於	c=2 d=6.46452e-45 t=154004
qu xiao 	取消	c=14 d=1.43753e-05 t=154004
qu yang 	取樣	c=2 d=0.000305798 t=154004
qu yi 	去矣	c=1 d=0.00831246 t=154004
qu yi 	曲藝	c=2 d=2.95126e-39 t=154004
qu yi ci 	去一次	c=2 d=6.46219e-15 t=154004
qu yi yuan 	去醫院	c=1 d=1.7661e-15 t=154004
qu yu 	區域	c=13 d=0.0182644 t=154004
qu yu 	趨於	c=3 d=6.18994e-05 t=154004
qu zheng 	取整	c=2 d=3.10684e-13 t=154004
qu zhi 	取值	c=6 d=2.24859e-25 t=154004
qu zhi 	取支	c=1 d=4.02881e-60 t=154004
qu zhong xin hua 	去中心化	c=2 d=1.46912e-09 t=154004
qu zhu 	驅逐	c=3 d=0.034562 t=154004
qu zi 	曲子	c=6 d=1.79447 t=154004
qu zi hen lao 	曲子很老	c=1 d=2.0772e-12 t=154004
qu zou 	取走	c=1 d=1.3517e-16 t=154004
quan 	全	c=12 d=0.000175127 t=154004
quan 	圈	c=4 d=3.48311e-05 t=154004
quan 	權	c=4 d=0.037068 t=154004
quan bei 	全被	c=1 d=1.49457e-51 t=154004
quan bu 	全部	c=34 d=0.00116504 t=154004
quan bu de 	全部的	c=2 d=1.39168e-06 t=154004
quan cheng 	全程	c=1 d=4.25269e-30 t=154004
quan cheng 	全稱	c=1 d=7.76104e-19 t=154004
quan cun 	圈存	c=2 d=3.4758e-27 t=154004
quan deng 	全等	c=1 d=2.58422e-52 t=154004
quan dou 	全都	c=8 d=0.640824 t=154004
quan dou shi 	全都是	c=1 d=0.212248 t=154004
quan gai lv 	全概率	c=2 d=6.12815e-34 t=154004
quan gao 	勸告	c=3 d=1.71245e-05 t=154004
quan guo 	全國	c=5 d=4.45197e-09 t=154004
quan guo ren min 	全國人民	c=2 d=5.66392e-19 t=154004
quan guo xing 	全國性	c=1 d=5.39704e-10 t=154004
quan han shu 	全函數	c=2 d=1.36079e-36 t=154004
quan han shu 	權函數	c=1 d=1.97678e-76 t=154004
quan hui 	全會	c=1 d=4.34008e-34 t=154004
quan jia 	全家	c=0 d=3.31144e-29 t=154004
quan jia tong 	全家桶	c=1 d=3.32804e-28 t=154004
quan ju 	全局	c=25 d=0.00650228 t=154004
quan ju bian liang 	全局變量	c=6 d=5.13208e-06 t=154004
quan ju ke bian liang 	全局可變量	c=1 d=4.50799e-10 t=154004
quan ju liang 	全局量	c=3 d=1.78784e-09 t=154004
quan ju shou lian 	全局收斂	c=2 d=1.33939e-26 t=154004
quan li 	全力	c=1 d=9.17516e-47 t=154004
quan li 	權利	c=2 d=0.511709 t=154004
quan li 	權力	c=11 d=5.81739e-10 t=154004
quan lian jie 	全連接	c=2 d=3.43582e-50 t=154004
quan mian 	全面	c=7 d=0.0207664 t=154004
quan mian fa zhan 	全面發展	c=1 d=0.0117959 t=154004
quan mian jie chu 	全面接觸	c=1 d=6.31606e-07 t=154004
quan ming 	全名	c=1 d=0.0217096 t=154004
quan ping 	全屏	c=3 d=6.49822e-09 t=154004
quan ping 	全憑	c=1 d=3.14672e-16 t=154004
quan qiu 	全球	c=2 d=9.12048e-22 t=154004
quan rang 	泉壤	c=1 d=7.60219e-11 t=154004
quan ren lei 	全人類	c=1 d=5.20858e-33 t=154004
quan ru 	犬儒	c=1 d=4.32579e-54 t=154004
quan shan 	勸善	c=1 d=0.156453 t=154004
quan shen 	全身	c=1 d=2.00058e-11 t=154004
quan shen guan zhu 	全神貫注	c=1 d=4.20738e-51 t=154004
quan shi 	全市	c=1 d=1.25899e-33 t=154004
quan shu 	圈數	c=2 d=8.67511e-19 t=154004
quan shuo 	勸說	c=2 d=4.49865e-15 t=154004
quan suo 	蜷縮	c=1 d=1.18604e-66 t=154004
quan ti 	全體	c=1 d=4.6196e-33 t=154004
quan tui 	勸退	c=1 d=1.69098e-33 t=154004
quan wei 	全爲	c=1 d=1.03576e-32 t=154004
quan wei 	權威	c=1 d=3.00611e-37 t=154004
quan wei ling 	全爲零	c=1 d=1.04095e-31 t=154004
quan wei xing 	權威性	c=1 d=7.6956e-37 t=154004
quan wen 	全文	c=4 d=0.427415 t=154004
quan xi 	全係	c=2 d=7.49431e-46 t=154004
quan xian 	權限	c=7 d=3.70807e-06 t=154004
quan xiang lian 	全相聯	c=9 d=3.56198e-22 t=154004
quan xiao 	全校	c=2 d=8.97207e-20 t=154004
quan xiao fang wei 	全校方爲	c=1 d=9.01705e-19 t=154004
quan xiao ji zhong 	全校集中	c=1 d=3.55336e-34 t=154004
quan xin 	全新	c=5 d=0.494584 t=154004
quan xu 	全序	c=4 d=7.56041e-05 t=154004
quan xu ni 	全虛擬	c=3 d=1.49515e-30 t=154004
quan yao 	全要	c=1 d=7.75708e-13 t=154004
quan yi 	權益	c=5 d=0.000553084 t=154004
quan yi bu 	權益部	c=0 d=3.99619e-05 t=154004
quan zai 	全在	c=2 d=3.43768e-27 t=154004
quan zhi 	權值	c=1 d=2.96186e-39 t=154004
quan zhong 	權重	c=4 d=2.38081e-31 t=154004
quan zi 	圈子	c=6 d=2.94308e-23 t=154004
que 	卻	c=46 d=0.660233 t=154004
que 	確	c=1 d=1.63649e-30 t=154004
que 	缺	c=4 d=2.44393e-13 t=154004
que bao 	確保	c=3 d=4.37699e-16 t=154004
que bei 	卻被	c=1 d=1.31447e-11 t=154004
que bu 	卻不	c=0 d=1.39742e-26 t=154004
que bu shi 	卻不是	c=1 d=5.57372e-36 t=154004
que bu xiang 	卻不想	c=1 d=1.40442e-25 t=154004
que dian 	缺點	c=20 d=0.00339653 t=154004
que ding 	確定	c=90 d=0.701187 t=154004
que ding wu yi 	確定無疑	c=1 d=1.7329e-27 t=154004
que ding xing 	確定型	c=10 d=4.57768e-14 t=154004
que ding xing 	確定性	c=1 d=6.56089e-72 t=154004
que ding zhi 	確定值	c=1 d=1.57205e-28 t=154004
que fa 	缺乏	c=11 d=0.00123091 t=154004
que fan 	榷礬	c=1 d=8.63321e-66 t=154004
que gao 	缺稿	c=2 d=5.2249e-11 t=154004
que jue 	缺角	c=1 d=2.04134e-13 t=154004
que li 	確立	c=1 d=8.3786e-08 t=154004
que rang ren 	卻讓人	c=1 d=0.472367 t=154004
que ren 	確認	c=11 d=9.68599e-08 t=154004
que ren zhen 	確認幀	c=1 d=6.75517e-33 t=154004
que shao 	缺少	c=8 d=0.00016826 t=154004
que sheng 	缺省	c=1 d=5.30387e-11 t=154004
que shi 	卻是	c=3 d=4.81074e-10 t=154004
que shi 	確實	c=16 d=0.302704 t=154004
que shi 	缺失	c=36 d=0.00960953 t=154004
que shi lv 	缺失率	c=17 d=2.21029e-21 t=154004
que shi ye 	缺失頁	c=1 d=1.19571e-44 t=154004
que si 	卻似	c=1 d=3.13263e-22 t=154004
que wei 	缺位	c=2 d=7.13299e-70 t=154004
que xian 	缺陷	c=6 d=2.1188e-10 t=154004
que xin 	確信	c=2 d=5.95446e-51 t=154004
que ye 	缺頁	c=16 d=1.54949e-05 t=154004
que ye lv 	缺頁率	c=4 d=3.70799e-44 t=154004
que ye shi 	缺頁是	c=2 d=9.63256e-47 t=154004
que ye shi jian 	缺頁時間	c=1 d=1.0928e-44 t=154004
que ye yi chang 	缺頁異常	c=1 d=1.61432e-46 t=154004
que yi bu ke 	缺一不可	c=1 d=1.0769e-48 t=154004
que you 	卻又	c=3 d=0.447088 t=154004
que you 	卻有	c=1 d=1.34541e-20 t=154004
que you qi shi 	確有其事	c=1 d=1.18692e-16 t=154004
que zao 	確鑿	c=1 d=2.11513e-19 t=154004
que zao wu yi 	確鑿無疑	c=2 d=1.08794e-21 t=154004
qun 	羣	c=20 d=1.10897e-11 t=154004
qun fa 	羣發	c=1 d=3.33371e-48 t=154004
qun gong gao 	羣公告	c=1 d=2.10451e-48 t=154004
qun ju 	羣居	c=1 d=4.37313e-35 t=154004
qun li 	羣裏	c=9 d=0.000204488 t=154004
qun liao 	羣聊	c=1 d=1.42366e-38 t=154004
qun ti 	羣體	c=3 d=1.03918e-11 t=154004
qun xia 	群俠	c=1 d=0.00600598 t=154004
qun xing 	羣星	c=3 d=0.865022 t=154004
qun xun 	逡巡	c=1 d=3.85993e-37 t=154004
qun zhong 	羣衆	c=11 d=0.216536 t=154004
qun zhong you xing 	羣衆遊行	c=1 d=7.33025e-53 t=154004
qun zu 	羣組	c=2 d=3.12943e-10 t=154004
ran 	然	c=1 d=2.3348e-06 t=154004
ran deng 	燃燈	c=1 d=0.960789 t=154004
ran er 	然而	c=11 d=0.0895643 t=154004
ran er wo 	然而我	c=1 d=5.68747e-09 t=154004
ran er wo hai shi 	然而我還是	c=1 d=3.69975e-09 t=154004
ran hong 	染紅	c=1 d=1.00498e-29 t=154004
ran hou 	然後	c=149 d=1.0362 t=154004
ran shao dan 	燃燒彈	c=1 d=2.69536e-18 t=154004
ran wo men 	然我們	c=1 d=2.3465e-05 t=154004
rang 	讓	c=90 d=0.274765 t=154004
rang bu 	讓步	c=1 d=3.7704e-55 t=154004
rang da jia 	讓大家	c=2 d=0.00120654 t=154004
rang de 	讓德	c=1 d=1.64179e-69 t=154004
rang gei 	讓給	c=2 d=9.70949e-18 t=154004
rang ni 	讓你	c=3 d=0.0546913 t=154004
rang quan 	讓權	c=1 d=6.3432e-28 t=154004
rang ren 	讓人	c=8 d=0.0470011 t=154004
rang shui 	讓水	c=1 d=5.08015e-05 t=154004
rang shui dao liu 	讓水倒流	c=1 d=0.000510561 t=154004
rang ta 	讓他	c=6 d=0.150318 t=154004
rang ta 	讓它	c=1 d=2.55894e-54 t=154004
rang ta men 	讓他們	c=4 d=7.88932e-06 t=154004
rang wo 	讓我	c=16 d=0.198891 t=154004
rang wo men 	讓我們	c=8 d=0.0366996 t=154004
rang wo zai 	讓我再	c=1 d=1.60468e-05 t=154004
rang yu 	讓與	c=1 d=3.80829e-55 t=154004
rang zhu jiao 	讓助教	c=1 d=2.25205e-51 t=154004
rao 	繞	c=4 d=1.53903e-18 t=154004
rao dao 	繞道	c=1 d=6.21951e-61 t=154004
rao dong 	擾動	c=6 d=1.4825e-05 t=154004
rao guo 	繞過	c=0 d=7.8754e-45 t=154004
rao hui 	繞回	c=0 d=0.000316691 t=154004
rao hui qu 	繞回去	c=1 d=0.00318278 t=154004
rao luan 	擾亂	c=2 d=0.131994 t=154004
rao wo 	擾我	c=1 d=2.24707e-25 t=154004
re 	熱	c=3 d=0.00305009 t=154004
re ai 	熱愛	c=1 d=4.30436e-25 t=154004
re cheng xiang yi 	熱成像儀	c=1 d=3.45021e-11 t=154004
re ci 	熱詞	c=1 d=3.47046e-21 t=154004
re dao 	熱島	c=1 d=6.27347e-45 t=154004
re dian 	熱點	c=2 d=2.47572e-18 t=154004
re dian ya 	熱電壓	c=2 d=0.0614611 t=154004
re du 	熱度	c=1 d=2.11261e-05 t=154004
re nao 	熱鬧	c=1 d=1.21486e-25 t=154004
re ping heng 	熱平衡	c=1 d=3.53931e-10 t=154004
re qing 	熱情	c=8 d=2.93839e-07 t=154004
re qing yang yi 	熱情洋溢	c=1 d=1.48661e-47 t=154004
re shui 	熱水	c=5 d=5.03217e-10 t=154004
re shui ting 	熱水汀	c=1 d=3.43534e-19 t=154004
re xin 	熱心	c=1 d=1.30423e-66 t=154004
re zhang leng suo 	熱脹冷縮	c=1 d=1.07342e-10 t=154004
re zhong 	熱衷	c=1 d=1.58488e-06 t=154004
ren 	人	c=197 d=2.9268 t=154004
ren 	任	c=6 d=1.06793e-10 t=154004
ren 	刃	c=2 d=2.74275e-27 t=154004
ren 	認	c=3 d=1.88049e-18 t=154004
ren bu zhu 	忍不住	c=1 d=2.48559e-06 t=154004
ren cai 	人才	c=3 d=3.31436e-09 t=154004
ren chu 	認出	c=0 d=4.83321e-07 t=154004
ren ci 	仁慈	c=1 d=4.22285e-06 t=154004
ren da 	人大	c=5 d=3.50176e-09 t=154004
ren de 	人的	c=3 d=0.00338314 t=154004
ren de ben zhi 	人的本質	c=1 d=0.00171216 t=154004
ren ding 	認定	c=1 d=1.85344e-24 t=154004
ren du 	人都	c=1 d=2.10208e-05 t=154004
ren duo 	人多	c=1 d=5.04519e-11 t=154004
ren gong 	人公	c=1 d=1.36218e-48 t=154004
ren gong 	人工	c=8 d=0.256661 t=154004
ren gong zhi neng 	人工智能	c=15 d=0.000384258 t=154004
ren he 	任何	c=28 d=0.358796 t=154004
ren he ren 	任何人	c=2 d=2.22093e-05 t=154004
ren ji 	人機	c=2 d=1.53988e-20 t=154004
ren ji guan xi 	人際關係	c=1 d=5.61598e-66 t=154004
ren ji jie kou 	人機接口	c=1 d=4.99925e-21 t=154004
ren ji jie mian 	人機界面	c=1 d=0.008271 t=154004
ren jia 	人家	c=2 d=8.99683e-22 t=154004
ren jiao 	任教	c=1 d=0.0020396 t=154004
ren juan 	認捐	c=1 d=4.77439e-09 t=154004
ren ke 	任課	c=1 d=0.0987662 t=154004
ren ke 	認可	c=1 d=1.78933e-51 t=154004
ren kou pu cha 	人口普查	c=2 d=8.82797e-05 t=154004
ren lei 	人類	c=30 d=0.101774 t=154004
ren lei ju ji qu 	人類聚集區	c=1 d=6.52949e-45 t=154004
ren lei xue 	人類學	c=1 d=2.9289e-25 t=154004
ren lei yu yan 	人類語言	c=2 d=2.71861e-34 t=154004
ren li 	人力	c=3 d=0.0134335 t=154004
ren mai 	人脈	c=2 d=9.93965e-18 t=154004
ren men 	人們	c=21 d=0.133457 t=154004
ren min 	人民	c=31 d=1.21438 t=154004
ren min fu wu 	人民服務	c=1 d=6.13774e-23 t=154004
ren min qun zhong 	人民羣衆	c=1 d=0.00225411 t=154004
ren ming 	任命	c=1 d=2.53607e-66 t=154004
ren mo ren yang 	人模人樣	c=1 d=5.09313e-34 t=154004
ren nao 	人腦	c=4 d=3.08249e-08 t=154004
ren qi 	任期	c=2 d=1.78679e-12 t=154004
ren qing 	人情	c=1 d=7.71577e-09 t=154004
