# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.6.1
#@/tick	154004
#@/user_id	linusboyle
diao yong lian 	調用鏈	c=2 d=3.70847e-49 t=154004
diao yong yue ding 	調用約定	c=1 d=6.82444e-06 t=154004
diao yong zhe 	調用者	c=2 d=2.37622e-06 t=154004
die dai 	迭代	c=61 d=0.0114301 t=154004
die dai bu 	迭代不	c=-1 d=3.99593e-62 t=154004
die dai ci shu 	迭代次數	c=3 d=0.0330412 t=154004
die dai fa 	迭代法	c=21 d=1.18734e-20 t=154004
die dai ju zhen 	迭代矩陣	c=1 d=1.57179e-26 t=154004
die dai qi 	迭代器	c=1 d=0.304221 t=154004
die dai shi 	迭代式	c=3 d=1.75999e-33 t=154004
die dao 	跌倒	c=1 d=3.65896e-55 t=154004
die die zhuang zhuang 	跌跌撞撞	c=1 d=3.34404e-55 t=154004
die jia 	疊加	c=2 d=2.60664e-36 t=154004
die shi 	蝶式	c=1 d=1.64235e-72 t=154004
ding 	丁	c=0 d=3.25316e-26 t=154004
ding 	叮	c=5 d=5.78936e-12 t=154004
ding 	定	c=6 d=0.183599 t=154004
ding 	訂	c=2 d=3.19428e-16 t=154004
ding 	頂	c=5 d=0.000796726 t=154004
ding biao 	定標	c=2 d=2.41686e-10 t=154004
ding bu 	頂部	c=3 d=0.00873865 t=154004
ding bu yuan 	丁部員	c=1 d=3.26947e-25 t=154004
ding ceng 	頂層	c=4 d=4.94261e-34 t=154004
ding chang 	定常	c=8 d=1.3814e-07 t=154004
ding chang 	定長	c=2 d=5.54214e-45 t=154004
ding cheng 	訂成	c=1 d=4.87167e-11 t=154004
ding dan 	訂單	c=1 d=1.50493e-44 t=154004
ding dan hao 	訂單號	c=2 d=1.62519e-16 t=154004
ding dian 	頂點	c=3 d=0.918512 t=154004
ding dian fu gai 	頂點覆蓋	c=1 d=1.40171e-61 t=154004
ding gao 	定稿	c=1 d=0.132655 t=154004
ding huo 	訂貨	c=0 d=2.88726e-34 t=154004
ding huo cang 	訂貨藏	c=1 d=2.90173e-33 t=154004
ding jian 	定見	c=1 d=0.00210172 t=154004
ding lan 	頂欄	c=2 d=6.8942e-08 t=154004
ding le 	定了	c=1 d=1.50498e-15 t=154004
ding li 	定理	c=28 d=0.785182 t=154004
ding liang 	定量	c=1 d=0.000128543 t=154004
ding lun 	定論	c=2 d=4.59749e-06 t=154004
ding lv 	定律	c=3 d=4.92783e-05 t=154004
ding qi 	定期	c=3 d=1.67188e-17 t=154004
ding rong 	定容	c=2 d=2.19024e-10 t=154004
ding shang 	盯上	c=2 d=1.09408e-06 t=154004
ding shi 	定時	c=5 d=0.000175994 t=154004
ding shi qi 	定時器	c=3 d=0.00914087 t=154004
ding ti 	頂替	c=1 d=0.0682212 t=154004
ding wei 	定位	c=5 d=0.238115 t=154004
ding xia 	定下	c=0 d=5.26004e-32 t=154004
ding xia le 	定下了	c=1 d=5.2864e-31 t=154004
ding xiang 	定向	c=0 d=0.000414854 t=154004
ding xiang dao 	定向到	c=1 d=0.00416933 t=154004
ding xing 	定性	c=2 d=9.31729e-22 t=154004
ding yi 	定義	c=166 d=0.0751723 t=154004
ding yi chu 	定義出	c=1 d=1.50441e-40 t=154004
ding yi hao 	定義好	c=4 d=8.23509e-40 t=154004
ding yi le 	定義了	c=3 d=2.81654e-06 t=154004
ding yi shi 	定義式	c=4 d=8.78685e-07 t=154004
ding yi wei 	定義爲	c=3 d=1.47157e-45 t=154004
ding yi wen jian 	定義文件	c=1 d=1.46478e-20 t=154004
ding yu 	定語	c=3 d=6.94306e-26 t=154004
ding zai 	定在	c=1 d=2.87139e-27 t=154004
ding zi 	釘子	c=4 d=0.627771 t=154004
ding zi hua 	釘子花	c=1 d=4.16268e-43 t=154004
ding zui 	定罪	c=1 d=1.45144e-30 t=154004
diu bao 	丟包	c=1 d=2.35698e-28 t=154004
diu ge 	丟個	c=1 d=2.71681e-23 t=154004
diu qi 	丟棄	c=7 d=7.9084e-05 t=154004
diu shi 	丟失	c=4 d=2.93858e-05 t=154004
diu zai 	丟在	c=0 d=5.37378e-19 t=154004
diu zai le 	丟在了	c=1 d=5.40072e-18 t=154004
dong 	冬	c=1 d=9.86958e-23 t=154004
dong 	動	c=3 d=0.00047843 t=154004
dong 	懂	c=4 d=2.3056e-05 t=154004
dong 	東	c=2 d=4.54308e-13 t=154004
dong 	棟	c=2 d=1.67074e-09 t=154004
dong 	董	c=3 d=9.28177e-23 t=154004
dong bei 	東北	c=2 d=0.075774 t=154004
dong bu liao 	動不了	c=1 d=1.03432e-44 t=154004
dong cao 	東操	c=1 d=1.53189e-47 t=154004
dong ce 	東側	c=1 d=3.64021e-24 t=154004
dong che zu 	動車組	c=2 d=5.0237e-09 t=154004
dong ci 	動詞	c=2 d=9.87094e-54 t=154004
dong da 	東大	c=1 d=1.09485e-66 t=154004
dong de 	懂得	c=5 d=0.101266 t=154004
dong fang 	東方	c=3 d=0.235746 t=154004
dong hong xian sheng 	冬烘先生	c=1 d=6.62345e-66 t=154004
dong hua 	動畫	c=10 d=0.000854495 t=154004
dong hua xiao guo 	動畫效果	c=1 d=8.19428e-11 t=154004
dong ji 	動機	c=11 d=3.71356e-12 t=154004
dong jie 	凍結	c=1 d=5.67279e-08 t=154004
dong jing 	東京	c=2 d=3.3012e-21 t=154004
dong jing da xue 	東京大學	c=4 d=2.2444e-11 t=154004
dong lai chun qu 	冬來春去	c=1 d=6.79597e-45 t=154004
dong le 	懂了	c=6 d=1.04927e-07 t=154004
dong li 	動力	c=7 d=0.135335 t=154004
dong li jian you ji 	東離劍遊紀	c=1 d=1.5272e-11 t=154004
dong man 	動漫	c=4 d=0.000289942 t=154004
dong re ai 	懂熱愛	c=1 d=1.86336e-28 t=154004
dong rong 	動容	c=1 d=2.43679e-08 t=154004
dong shen 	動身	c=1 d=1.21189e-55 t=154004
dong shou 	動手	c=4 d=2.69398e-12 t=154004
dong tai 	動態	c=46 d=0.316464 t=154004
dong tai diao du 	動態調度	c=1 d=1.61482e-79 t=154004
dong tai gui hua 	動態規劃	c=2 d=0.111998 t=154004
dong tai ku 	動態庫	c=1 d=2.41336e-12 t=154004
dong tai nei cun 	動態內存	c=2 d=0.00577932 t=154004
dong tai shi li 	動態視力	c=1 d=0.000389752 t=154004
dong tai xing neng 	動態性能	c=1 d=2.08783e-72 t=154004
dong tian 	冬天	c=3 d=0.0550232 t=154004
dong wu 	動物	c=1 d=2.65297e-09 t=154004
dong wu yu yan 	動物語言	c=1 d=1.51876e-34 t=154004
dong xi 	東西	c=31 d=0.116343 t=154004
dong xie xi du 	東邪西毒	c=1 d=0.00479587 t=154004
dong ya 	東亞	c=2 d=2.47988e-09 t=154004
dong yuan 	動員	c=4 d=0.10383 t=154004
dong yuan 	董淵	c=2 d=4.26586e-28 t=154004
dong yuan hui 	動員會	c=5 d=1.86088e-49 t=154004
dong yun 	東雲	c=20 d=5.41162e-11 t=154004
dong yun lai ba 	東雲來吧	c=1 d=4.7301e-17 t=154004
dong yun lin 	東雲霖	c=1 d=2.68703e-11 t=154004
dong zhi ye 	冬之夜	c=0 d=4.12407e-52 t=154004
dong zhu lou 	東主樓	c=6 d=9.97928e-06 t=154004
dong zuo 	動作	c=13 d=1.16837 t=154004
dou 	豆	c=1 d=9.69259e-16 t=154004
dou 	都	c=275 d=1.59072 t=154004
dou 	鬥	c=0 d=1.41247e-05 t=154004
dou ban 	豆瓣	c=3 d=2.29488e-08 t=154004
dou bei 	都被	c=11 d=0.00184551 t=154004
dou bei shi wei 	都被視爲	c=1 d=9.51715e-07 t=154004
dou bei ta 	都被他	c=1 d=1.27385e-24 t=154004
dou bi 	都比	c=2 d=0.000448321 t=154004
dou bi wo 	都比我	c=3 d=1.88262e-09 t=154004
dou bu 	都不	c=1 d=0.000790705 t=154004
dou bu hui 	都不會	c=3 d=0.22091 t=154004
dou bu neng 	都不能	c=2 d=0.00238732 t=154004
dou bu suan 	都不算	c=1 d=0.00794669 t=154004
dou bu xing 	都不行	c=0 d=6.42592e-05 t=154004
dou bu xu yao 	都不需要	c=2 d=0.0948935 t=154004
dou bu zhi dao 	都不知道	c=1 d=4.39131e-25 t=154004
dou cha bu duo 	都差不多	c=3 d=2.72671e-07 t=154004
dou chuang jian 	都創建	c=1 d=1.81859e-36 t=154004
dou cong 	都從	c=1 d=7.69585e-08 t=154004
dou cun zai 	都存在	c=1 d=9.83039e-35 t=154004
dou dan 	斗膽	c=2 d=0.138761 t=154004
dou dei 	都得	c=2 d=4.3928e-29 t=154004
dou dian kai 	都點開	c=1 d=0.000340532 t=154004
dou dong 	抖動	c=3 d=0.000267872 t=154004
dou dou zhuan zhuan 	兜兜轉轉	c=1 d=2.49203e-07 t=154004
dou gei chu 	都給出	c=1 d=8.03202e-11 t=154004
dou gei wo 	都給我	c=1 d=3.37833e-28 t=154004
dou hao 	逗號	c=3 d=7.23891e-10 t=154004
dou hen duo 	都很多	c=1 d=7.10295e-06 t=154004
dou hua zai 	都花在	c=1 d=1.606e-44 t=154004
dou hui 	都會	c=19 d=0.752014 t=154004
dou jiang 	都將	c=3 d=5.23469e-33 t=154004
dou kai shi 	都開始	c=2 d=2.56373e-09 t=154004
dou kan de chu 	都看得出	c=1 d=7.19413e-09 t=154004
dou kan guo 	都看過	c=1 d=1.05579e-21 t=154004
dou ke 	都可	c=2 d=1.88311e-05 t=154004
dou ke yi 	都可以	c=11 d=0.66365 t=154004
dou kou 	豆蔻	c=0 d=0.0467666 t=154004
dou kou shao nv 	豆蔻少女	c=1 d=0.470011 t=154004
dou lai 	都來	c=1 d=2.23586e-25 t=154004
dou liu 	逗留	c=1 d=9.51523e-34 t=154004
dou man zu 	都滿足	c=1 d=6.07008e-69 t=154004
dou mei 	都沒	c=4 d=4.86281e-08 t=154004
dou mei kan 	都沒看	c=1 d=0.000386807 t=154004
dou mei sha 	都沒啥	c=1 d=9.83876e-45 t=154004
dou mei you 	都沒有	c=3 d=2.70611e-06 t=154004
dou mei you hen hao 	都沒有很好	c=1 d=4.32005e-09 t=154004
dou neng 	都能	c=14 d=2.79727e-07 t=154004
dou nv 	竇女	c=1 d=0.618783 t=154004
dou peng 	斗篷	c=1 d=6.11421e-66 t=154004
dou pi pei 	都匹配	c=1 d=1.44223e-14 t=154004
dou qiao 	陡峭	c=1 d=5.42282e-66 t=154004
dou qu 	都去	c=3 d=2.16308e-18 t=154004
dou qu dao 	都取到	c=1 d=7.63639e-05 t=154004
dou quan zi 	兜圈子	c=1 d=1.34752e-09 t=154004
dou rang 	都讓	c=2 d=1.09794e-11 t=154004
dou rang wo 	都讓我	c=2 d=6.62028e-31 t=154004
dou shi 	都是	c=153 d=0.635652 t=154004
dou shi xie 	都是些	c=1 d=0.737123 t=154004
dou shi yi yang de 	都是一樣的	c=1 d=8.50378e-06 t=154004
dou shi yong 	都使用	c=2 d=0.00456657 t=154004
dou shou 	兜售	c=2 d=3.42531e-14 t=154004
dou shuo 	都說	c=2 d=9.16921e-10 t=154004
dou ti gong 	都提供	c=1 d=2.49407e-46 t=154004
dou ting xiang 	都挺像	c=1 d=0.00631391 t=154004
dou wei 	竇唯	c=11 d=0.372457 t=154004
dou xiang 	都想	c=1 d=6.57494e-09 t=154004
dou xing 	都行	c=9 d=6.75654e-06 t=154004
dou xing ba 	都行吧	c=1 d=6.07874e-27 t=154004
dou xu yao 	都需要	c=5 d=0.00276806 t=154004
dou yao 	都要	c=4 d=1.40954e-09 t=154004
dou yin wei 	都因爲	c=1 d=7.44785e-05 t=154004
dou yong 	都用	c=1 d=0.00224287 t=154004
dou you 	都有	c=27 d=0.891366 t=154004
dou you 	都由	c=1 d=2.42463e-08 t=154004
dou you xie 	都有些	c=1 d=1.09775e-09 t=154004
dou you yi zhong 	都有一種	c=1 d=1.80086e-09 t=154004
dou yu 	都與	c=1 d=2.96297e-14 t=154004
dou zai 	都在	c=15 d=0.167797 t=154004
dou zhe shi hou 	都這時候	c=1 d=0.0372538 t=154004
dou zheng 	鬥爭	c=5 d=0.092089 t=154004
dou zheng zhi zhong 	鬥爭之中	c=1 d=4.17643e-23 t=154004
dou zhi 	鬥智	c=1 d=0.0294518 t=154004
dou zhi dao 	都知道	c=1 d=0.124307 t=154004
dou zhi dou yong 	鬥智鬥勇	c=1 d=0.000141955 t=154004
dou zhi shi 	都只是	c=1 d=1.06036e-13 t=154004
dou zhu 	都住	c=2 d=1.69541e-56 t=154004
dou zuo hao 	都做好	c=1 d=2.42662e-47 t=154004
du 	度	c=23 d=0.0617291 t=154004
du 	杜	c=1 d=1.63933e-21 t=154004
du 	渡	c=0 d=3.5449e-07 t=154004
du 	獨	c=2 d=8.6323e-06 t=154004
du 	讀	c=38 d=0.225373 t=154004
du bai 	獨白	c=1 d=0.102284 t=154004
du bo 	讀博	c=5 d=2.32315e-05 t=154004
du bo 	賭博	c=2 d=0.0327124 t=154004
du bu dong 	都不懂	c=1 d=0.000300519 t=154004
du cao zuo 	讀操作	c=1 d=5.88185e-22 t=154004
du cao zuo shu 	度操作數	c=2 d=1.71902e-16 t=154004
du chu 	讀出	c=5 d=3.38189e-11 t=154004
du chu lai 	都出來	c=1 d=5.45296e-43 t=154004
du chuan 	渡船	c=1 d=0.847894 t=154004
du chuang 	獨創	c=2 d=1.10187e-51 t=154004
du cu 	督促	c=2 d=0.000419335 t=154004
du dao 	杜導	c=34 d=1.35746 t=154004
du de 	讀得	c=0 d=0.000348252 t=154004
du de shao 	讀得少	c=1 d=0.00349997 t=154004
du dong 	讀懂	c=2 d=1.45648e-12 t=154004
du du 	讀讀	c=2 d=4.28289e-25 t=154004
du fa 	讀法	c=2 d=2.11541e-41 t=154004
du fa 	都發	c=1 d=1.03664e-41 t=154004
du guo 	度過	c=2 d=0.0953692 t=154004
du guo 	渡過	c=1 d=0.0958472 t=154004
du hou xie 	讀後寫	c=0 d=1.20273e-55 t=154004
du ji 	妒忌	c=1 d=5.96243e-35 t=154004
du ju 	獨居	c=1 d=0.106992 t=154004
du jue 	杜絕	c=1 d=1.93164e-69 t=154004
du lai du wang 	獨來獨往	c=1 d=2.33107e-45 t=154004
du le 	讀了	c=4 d=7.93157e-10 t=154004
du li 	獨立	c=36 d=0.0096775 t=154004
du li gong neng 	獨立功能	c=1 d=1.01105e-41 t=154004
du li xiang mu 	獨立項目	c=1 d=1.16338e-45 t=154004
du li xing 	獨立性	c=1 d=5.04246e-34 t=154004
du li yun xing 	獨立運行	c=1 d=0.0230521 t=154004
du liang 	度量	c=2 d=4.50371e-51 t=154004
du lin 	杜林	c=1 d=5.39962e-45 t=154004
du men 	堵門	c=1 d=7.93022e-08 t=154004
du men piao 	讀門票	c=1 d=0.00121866 t=154004
du qi lai 	讀起來	c=1 d=4.80649e-29 t=154004
du qu 	讀取	c=33 d=0.110253 t=154004
du qu xing neng 	讀取性能	c=1 d=6.09778e-05 t=154004
du que shi 	讀缺失	c=1 d=6.82654e-39 t=154004
du ru 	讀入	c=21 d=0.0176586 t=154004
du ru mi 	渡入迷	c=1 d=3.56267e-06 t=154004
du se 	堵塞	c=1 d=7.18534e-24 t=154004
du shan xian 	獨山縣	c=2 d=0.00567841 t=154004
du shen 	瀆神	c=1 d=9.31224e-45 t=154004
du shi 	都市	c=1 d=0.0381969 t=154004
du shu 	度數	c=4 d=0.0137049 t=154004
du shu 	讀數	c=9 d=0.64147 t=154004
du shu 	讀書	c=11 d=0.140156 t=154004
du shu ban 	讀書班	c=5 d=2.99699e-40 t=154004
du shu gan xiang 	讀書感想	c=1 d=3.44834e-34 t=154004
du shu hui 	讀書會	c=2 d=3.35863e-18 t=154004
du shu she 	讀數社	c=1 d=4.36792e-21 t=154004
du shu she 	讀書社	c=4 d=4.38981e-21 t=154004
du shu yan tao 	讀書研討	c=1 d=5.45203e-41 t=154004
du shu yu 	獨屬於	c=1 d=9.09498e-32 t=154004
du si 	堵死	c=1 d=2.41837e-07 t=154004
du te 	獨特	c=5 d=0.569098 t=154004
du wan 	讀完	c=6 d=7.48112e-28 t=154004
du wang du lai 	獨往獨來	c=1 d=2.34276e-45 t=154004
du wo 	讀我	c=1 d=6.0548e-10 t=154004
du xie 	讀寫	c=16 d=1.7375e-05 t=154004
du xie suo 	讀寫所	c=1 d=3.5449e-06 t=154004
du xie tou 	讀寫頭	c=4 d=7.48938e-43 t=154004
du xin 	篤信	c=2 d=5.67633e-25 t=154004
du xing 	毒性	c=0 d=4.82237e-10 t=154004
du xing ni zhuan 	毒性逆轉	c=1 d=4.84654e-09 t=154004
du yan long 	獨眼龍	c=1 d=1.56506e-05 t=154004
du yao 	毒藥	c=4 d=2.36557e-12 t=154004
du yi ben shu 	讀一本書	c=1 d=4.07262e-21 t=154004
du you de 	獨有的	c=1 d=1.43699e-30 t=154004
du yun 	渡運	c=1 d=0.856415 t=154004
du zhan 	獨佔	c=2 d=3.56267e-06 t=154004
du zhe 	讀者	c=15 d=0.000422213 t=154004
du zhi 	瀆職	c=2 d=1.14291e-42 t=154004
du zhi 	讀值	c=1 d=1.21506e-27 t=154004
du zhu 	堵住	c=1 d=1.12069e-17 t=154004
du zi 	獨自	c=3 d=0.62253 t=154004
duan 	斷	c=1 d=1.69276e-16 t=154004
duan 	段	c=37 d=0.70822 t=154004
duan 	短	c=11 d=0.0227089 t=154004
duan 	端	c=12 d=0.00720785 t=154004
duan ban 	短板	c=2 d=1.99026e-09 t=154004
duan biao 	段表	c=1 d=7.66765e-53 t=154004
duan dao 	端到	c=0 d=0.00720785 t=154004
duan dao duan 	端到端	c=1 d=0.0724398 t=154004
duan di zhi 	段地址	c=1 d=6.30921e-53 t=154004
duan dian 	斷點	c=3 d=0.181772 t=154004
duan dian 	端點	c=5 d=4.05287e-53 t=154004
duan duan 	斷斷	c=1 d=0.268474 t=154004
duan duan 	短短	c=3 d=0.0889216 t=154004
duan duan xu xu 	斷斷續續	c=2 d=8.13236e-10 t=154004
duan hao 	段號	c=2 d=1.49216e-52 t=154004
duan hao 	短號	c=1 d=7.29369e-53 t=154004
duan ji zhi 	段基址	c=1 d=7.98057e-53 t=154004
duan jian 	斷劍	c=1 d=0.0183156 t=154004
duan kai 	斷開	c=3 d=3.45118e-17 t=154004
duan kan 	端看	c=1 d=0.0590129 t=154004
duan kou 	端口	c=14 d=5.04788e-08 t=154004
duan le 	斷了	c=1 d=1.51406e-27 t=154004
duan lian 	鍛鍊	c=23 d=0.000459671 t=154004
duan lu 	短路	c=1 d=0.29671 t=154004
duan lun 	斷論	c=1 d=1.15702e-10 t=154004
duan miao shu fu 	段描述符	c=3 d=7.75532e-53 t=154004
duan nei 	段內	c=1 d=7.367e-53 t=154004
duan pian 	短片	c=1 d=8.0386e-50 t=154004
duan pian 	短篇	c=4 d=0.179528 t=154004
duan pian xiao shuo 	短篇小說	c=1 d=0.08291 t=154004
duan ping kuai 	短平快	c=1 d=7.03228e-06 t=154004
duan qi 	短期	c=10 d=0.0333733 t=154004
duan qi nei 	短期內	c=1 d=2.06649e-10 t=154004
duan shi 	段式	c=4 d=9.17274e-50 t=154004
duan tu 	短途	c=2 d=5.5382e-49 t=154004
duan wu 	端午	c=0 d=1.4437e-27 t=154004
duan wu an kang 	端午安康	c=1 d=1.45094e-26 t=154004
duan xian 	斷絃	c=1 d=3.60645e-32 t=154004
duan xiu 	斷袖	c=1 d=6.92006e-52 t=154004
duan xu 	斷續	c=1 d=1.23448e-37 t=154004
duan xu 	端序	c=12 d=3.60992e-08 t=154004
duan yu 	短語	c=1 d=6.94883e-42 t=154004
duan zan 	短暫	c=3 d=5.98015e-09 t=154004
duan zao 	鍛造	c=1 d=7.60089e-09 t=154004
duan zheng 	端正	c=1 d=3.69071e-39 t=154004
duan zi 	段子	c=1 d=1.19551e-42 t=154004
dui 	堆	c=14 d=0.0687394 t=154004
dui 	對	c=512 d=1.29107 t=154004
dui 	隊	c=21 d=0.000201444 t=154004
dui a 	對啊	c=4 d=0.0372538 t=154004
dui bai 	對白	c=3 d=8.41608e-06 t=154004
dui bi 	對比	c=11 d=4.96839e-07 t=154004
dui bi du 	對比度	c=1 d=0.904837 t=154004
dui bi qi 	對比起	c=1 d=3.62391e-30 t=154004
dui bu dui 	對不對	c=1 d=1.20687e-65 t=154004
dui bu qi 	對不起	c=1 d=6.76207e-45 t=154004
dui chen 	對稱	c=16 d=6.79387e-12 t=154004
dui cheng 	對稱	c=15 d=0.000585769 t=154004
dui cheng de 	對稱的	c=1 d=0.00588705 t=154004
dui cheng xing 	對稱性	c=2 d=7.17556e-08 t=154004
dui ci 	對此	c=11 d=0.283688 t=154004
dui dai 	對待	c=5 d=3.51014e-25 t=154004
dui de 	對的	c=8 d=0.618783 t=154004
dui de ba 	對的吧	c=1 d=1.47027e-64 t=154004
dui ding 	堆頂	c=7 d=0.0178665 t=154004
dui fang 	對方	c=8 d=1.1574 t=154004
dui fu 	對付	c=1 d=3.05372e-16 t=154004
dui hua 	對話	c=2 d=0.000186888 t=154004
dui hua kuang 	對話框	c=4 d=1.38349 t=154004
dui huan 	兌換	c=3 d=1.55895e-10 t=154004
dui huan 	對換	c=1 d=2.75159e-55 t=154004
dui i le 	對i了	c=1 d=1.71624e-31 t=154004
dui jia 	對價	c=0 d=1.91809e-46 t=154004
dui jia yuan su 	對價元素	c=1 d=1.9277e-45 t=154004
dui jian 	對見	c=1 d=0.00690852 t=154004
dui jiang ji 	對講機	c=1 d=0.0132336 t=154004
dui jiao 	對角	c=19 d=7.21151e-18 t=154004
dui jiao hua 	對角話	c=1 d=3.46091e-18 t=154004
dui jiao xian 	對角線	c=1 d=0.0963276 t=154004
dui jiao yuan 	對角元	c=7 d=6.65647e-18 t=154004
dui jiao zhen 	對角陣	c=3 d=7.11498e-18 t=154004
dui jiao zhen ne 	對角陣呢	c=1 d=1.20498e-76 t=154004
dui jie 	對接	c=6 d=0.0123564 t=154004
dui jin tian 	對今天	c=1 d=0.0259911 t=154004
dui ju qing 	對劇情	c=1 d=8.41916e-06 t=154004
dui kang 	對抗	c=5 d=2.13124e-20 t=154004
dui kang shi bai 	對抗失敗	c=1 d=7.13225e-25 t=154004
dui le 	對了	c=9 d=1.07795e-13 t=154004
dui li 	對立	c=3 d=0.00271219 t=154004
dui li 	隊禮	c=1 d=8.78067e-30 t=154004
dui li guan xi 	對立關係	c=1 d=0.0266491 t=154004
dui lie 	隊列	c=94 d=0.0917177 t=154004
dui lie shou 	隊列首	c=1 d=2.62783e-43 t=154004
dui mei ge 	對每個	c=1 d=2.90065e-58 t=154004
dui mei yi ge 	對每一個	c=2 d=1.6336e-58 t=154004
dui mian 	對面	c=2 d=0.20089 t=154004
dui ni 	對你	c=1 d=2.07848e-78 t=154004
dui o 	對噢	c=1 d=2.20602e-14 t=154004
dui ou 	對偶	c=2 d=7.9906e-09 t=154004
dui pai 	對拍	c=2 d=0.00822975 t=154004
dui pai xu 	堆排序	c=1 d=0.0816756 t=154004
dui qi 	對齊	c=6 d=0.597501 t=154004
dui qi ta 	對其他	c=1 d=9.12163e-37 t=154004
dui ren 	對人	c=3 d=0.00322686 t=154004
dui ren yi 	對任意	c=7 d=1.41685e-11 t=154004
dui shou 	隊首	c=2 d=1.98366e-46 t=154004
dui shou xi 	對手戲	c=1 d=0.0275983 t=154004
dui shu 	對數	c=5 d=6.3997e-21 t=154004
dui shu zuo biao 	對數坐標	c=2 d=9.62624e-40 t=154004
dui suo you 	對所有	c=1 d=6.14277e-62 t=154004
dui ta 	對他	c=0 d=0.000111936 t=154004
dui ta 	對它	c=1 d=1.31063e-06 t=154004
dui ta men 	對他們	c=1 d=1.22112e-56 t=154004
dui ta ren 	對他人	c=1 d=0.00112497 t=154004
dui tou 	隊頭	c=1 d=6.30599e-47 t=154004
dui wai 	對外	c=5 d=0.000180812 t=154004
dui wei 	隊尾	c=5 d=8.39573e-32 t=154004
dui wo 	對我	c=12 d=0.0178634 t=154004
dui wo er yan 	對我而言	c=1 d=0.00346515 t=154004
dui wu 	隊伍	c=11 d=2.91985e-18 t=154004
dui wu jie shao 	隊伍介紹	c=1 d=2.55459e-34 t=154004
dui xi li 	對系裏	c=1 d=5.42854e-49 t=154004
dui xiang 	對象	c=23 d=0.748264 t=154004
dui ya 	對呀	c=1 d=2.16566e-32 t=154004
dui yi xia 	對一下	c=2 d=1.17707e-65 t=154004
dui ying 	對應	c=124 d=0.0584316 t=154004
dui ying yu 	對應于	c=1 d=0.119433 t=154004
dui you 	隊友	c=3 d=3.19561e-27 t=154004
dui yu 	對於	c=186 d=1.14256 t=154004
dui yu ta men 	對於他們	c=1 d=4.12925e-07 t=154004
dui yu wo 	對於我	c=1 d=1.64956e-06 t=154004
dui yuan 	隊員	c=7 d=8.42346e-12 t=154004
dui zhan 	堆棧	c=6 d=0.0134819 t=154004
dui zhan 	對戰	c=23 d=3.96503 t=154004
dui zhang 	隊長	c=1 d=0.0818731 t=154004
dui zhao 	對照	c=1 d=0.814647 t=154004
dui zhe zhong 	對這種	c=1 d=6.9972e-06 t=154004
dui zhen 	對陣	c=1 d=3.63193e-56 t=154004
dui zi ji 	對自己	c=1 d=0.00113061 t=154004
dun 	敦	c=2 d=0.0599577 t=154004
dun 	蹲	c=0 d=9.96877e-24 t=154004
dun 	頓	c=0 d=1.13504e-50 t=154004
dun cao cong 	蹲草叢	c=1 d=1.00187e-22 t=154004
dun cu 	敦促	c=2 d=8.36575e-23 t=154004
dun he 	頓河	c=2 d=3.97103e-29 t=154004
dun ke er ke 	敦刻尓克	c=2 d=0.428088 t=154004
dun ru 	遁入	c=3 d=2.21173e-15 t=154004
dun sheng 	頓生	c=1 d=0.0274607 t=154004
dun shou 	蹲守	c=1 d=8.49482e-23 t=154004
dun zai 	蹲在	c=1 d=3.1882e-23 t=154004
duo 	多	c=69 d=0.285386 t=154004
duo 	朵	c=1 d=3.23198e-07 t=154004
duo 	躲	c=1 d=4.83568e-12 t=154004
duo bei 	多倍	c=0 d=1.96979e-06 t=154004
duo bei xing 	多倍性	c=1 d=1.97966e-05 t=154004
duo bian 	多變	c=2 d=1.15683e-08 t=154004
duo bian 	多遍	c=1 d=2.14892e-29 t=154004
duo bian liang 	多變量	c=1 d=1.26268e-38 t=154004
duo bian xing 	多邊形	c=2 d=8.07422e-35 t=154004
duo biao 	多表	c=1 d=5.73175e-12 t=154004
duo bu 	多步	c=1 d=8.40717e-48 t=154004
duo bu 	踱步	c=2 d=0.000662162 t=154004
duo bu guo 	躲不過	c=2 d=2.01884e-22 t=154004
duo bu liao 	躲不了	c=1 d=1.27078e-25 t=154004
duo chan 	多產	c=1 d=5.12738e-54 t=154004
duo chang 	多長	c=2 d=7.15582e-05 t=154004
duo chong 	多重	c=3 d=2.13358e-11 t=154004
duo chu 	多處	c=2 d=7.69716e-10 t=154004
duo chu li 	多處理	c=1 d=3.96586e-32 t=154004
duo chu li ji 	多處理機	c=2 d=2.11261e-05 t=154004
duo chu li qi 	多處理器	c=6 d=1.52174e-27 t=154004
duo ci 	多次	c=12 d=0.0259919 t=154004
duo ci dian 	多詞典	c=1 d=1.87883e-37 t=154004
duo da 	多大	c=4 d=0.0263839 t=154004
duo da 	多達	c=1 d=7.53527e-54 t=154004
duo duan dian 	多端點	c=1 d=4.07318e-52 t=154004
duo dui lie 	多隊列	c=1 d=5.22118e-32 t=154004
duo duo shao shao 	多多少少	c=3 d=0.0254765 t=154004
duo fa 	多發	c=1 d=0.0665368 t=154004
duo fa she 	多發射	c=1 d=3.07112e-24 t=154004
duo fan shi 	多範式	c=2 d=0.00290884 t=154004
duo fang 	多方	c=1 d=1.82584e-24 t=154004
duo fang mian 	多方面	c=1 d=1.0352e-54 t=154004
duo fo er 	多佛爾	c=1 d=5.4626e-05 t=154004
